case,flow,speed,dspeed,lspeed,comply,ped,cross,shared,oneway,lanes,mark,trees,bollards,width,cross_y,s_width,bench,obst,lev_segr,vis_segr,pedcross,shpedspace,shped
mke,120,20.12829596,6.915642972,0.12829596,1.006414798,720,270,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.375,0.538461538,0.857142857
mke,240,12.16564151,-1.047011478,-7.83435849,0.608282076,600,210,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.35,0.538461538,0.714285714
mke,210,13.04173285,-0.170920138,-6.95826715,0.652086643,810,210,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.259259259,0.538461538,0.794117647
mke,30,21.865,8.652347012,1.865,1.09325,660,180,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.272727273,0.538461538,0.956521739
mke,90,11.50642857,-1.706224418,-8.49357143,0.575321429,330,150,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.454545455,0.538461538,0.785714286
mke,60,0,-13.21265299,-20,1,480,150,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.3125,0.538461538,0.888888889
mke,150,16.47290237,3.260249382,-3.52709763,0.823645119,870,330,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.379310345,0.538461538,0.852941176
mke,90,17.14450402,3.931851032,-2.85549598,0.857225201,510,150,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.294117647,0.538461538,0.85
mke,60,17.6332906,4.420637612,-2.3667094,0.88166453,510,150,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.294117647,0.538461538,0.894736842
mke,210,13.36146368,0.148810692,-6.63853632,0.668073184,540,210,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.388888889,0.538461538,0.72
mke,270,13.39253867,0.179885682,-6.60746133,0.669626934,390,0,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0,0.538461538,0.590909091
mke,60,13.384,0.171347012,-6.616,0.6692,420,90,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.214285714,0.538461538,0.875
mke,180,10.83910931,-2.373543678,-9.16089069,0.541955466,420,60,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.142857143,0.538461538,0.7
mke,120,7.368788501,-5.843864487,-12.6312115,0.368439425,900,210,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.233333333,0.538461538,0.882352941
mke,0,0,-13.21265299,-20,1,420,150,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.357142857,0.538461538,1
mke,90,15.14430079,1.931647802,-4.85569921,0.75721504,450,120,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.266666667,0.538461538,0.833333333
mke,180,15.35505396,2.142400972,-4.64494604,0.767752698,570,90,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.157894737,0.538461538,0.76
mke,150,12.19629988,-1.016353108,-7.80370012,0.609814994,540,240,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.444444444,0.538461538,0.782608696
mke,120,13.3931713,0.180518312,-6.6068287,0.669658565,480,120,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.25,0.538461538,0.8
mke,300,8.099270315,-5.113382673,-11.90072969,0.404963516,660,300,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.454545455,0.538461538,0.6875
mke,120,22.85381503,9.641162042,2.85381503,1.142690752,630,240,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.380952381,0.538461538,0.84
mke,150,11.95607558,-1.256577408,-8.04392442,0.597803779,690,210,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.304347826,0.538461538,0.821428571
mke,180,14.35884161,1.146188622,-5.64115839,0.717942081,780,240,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.307692308,0.538461538,0.8125
mke,210,8.283426501,-4.929226487,-11.7165735,0.414171325,540,270,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.5,0.538461538,0.72
mke,240,11.20656442,-2.006088568,-8.79343558,0.560328221,120,60,1,0,2,1,0,1,6,0,3.5,1,1,1,1,0.5,0.538461538,0.333333333
shnaf,375,17.5,-7.548571429,-12.5,0.583333333,150,210,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,1.4,0.735294118,0.285714286
shnaf,68.18181818,17,-8.048571429,-13,0.566666667,210,180,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.857142857,0.735294118,0.754901961
shnaf,300,30.8,5.751428571,0.8,1.026666667,450,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.2,0.735294118,0.6
shnaf,176.4705882,26.75,1.701428571,-3.25,0.891666667,360,60,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.166666667,0.735294118,0.671052632
shnaf,113.2075472,41,15.95142857,11,1.366666667,330,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.272727273,0.735294118,0.744572158
shnaf,272.7272727,19.5,-5.548571429,-10.5,0.65,150,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.6,0.735294118,0.35483871
shnaf,142.8571429,23,-2.048571429,-7,0.766666667,120,60,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.5,0.735294118,0.456521739
shnaf,162.1621622,38,12.95142857,8,1.266666667,180,30,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.166666667,0.735294118,0.526066351
shnaf,139.5348837,21,-4.048571429,-9,0.7,180,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.666666667,0.735294118,0.563318777
shnaf,60,24,-1.048571429,-6,0.8,60,30,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.5,0.735294118,0.5
shnaf,105.2631579,25.33,0.281428571,-4.67,0.844333333,240,30,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.125,0.735294118,0.695121951
shnaf,375,16,-9.048571429,-14,0.533333333,210,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.571428571,0.735294118,0.358974359
shnaf,166.6666667,25.33,0.281428571,-4.67,0.844333333,360,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.25,0.735294118,0.683544304
shnaf,150,31,5.951428571,1,1.033333333,330,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.363636364,0.735294118,0.6875
shnaf,260.8695652,20.33,-4.718571429,-9.67,0.677666667,240,180,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.75,0.735294118,0.479166667
shnaf,315.7894737,20,-5.048571429,-10,0.666666667,540,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.277777778,0.735294118,0.63099631
shnaf,86.95652174,21,-4.048571429,-9,0.7,600,180,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.3,0.735294118,0.873417722
shnaf,428.5714286,23.83,-1.218571429,-6.17,0.794333333,390,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.230769231,0.735294118,0.476439791
shnaf,222.2222222,27.5,2.451428571,-2.5,0.916666667,180,60,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.333333333,0.735294118,0.447513812
shnaf,200,22.25,-2.798571429,-7.75,0.741666667,360,180,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.5,0.735294118,0.642857143
shnaf,150,19,-6.048571429,-11,0.633333333,120,30,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.25,0.735294118,0.444444444
shnaf,500,28,2.951428571,-2,0.933333333,180,60,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.333333333,0.735294118,0.264705882
shnaf,600,30,4.951428571,0,1,180,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.5,0.735294118,0.230769231
shnaf,92.30769231,18,-7.048571429,-12,0.6,360,30,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.083333333,0.735294118,0.795918367
shnaf,60,24,-1.048571429,-6,0.8,120,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.75,0.735294118,0.666666667
shnaf,139.5348837,14.5,-10.54857143,-15.5,0.483333333,360,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.416666667,0.735294118,0.720670391
shnaf,122.4489796,25.67,0.621428571,-4.33,0.855666667,390,240,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.615384615,0.735294118,0.761051374
shnaf,95.23809524,23,-2.048571429,-7,0.766666667,210,180,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.857142857,0.735294118,0.68798752
shnaf,60,24,-1.048571429,-6,0.8,510,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.235294118,0.735294118,0.894736842
shnaf,105.2631579,30,4.951428571,0,1,330,180,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.545454545,0.735294118,0.758162031
shnaf,187.5,15,-10.04857143,-15,0.5,180,210,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,1.166666667,0.735294118,0.489795918
shnaf,60,24,-1.048571429,-6,0.8,660,210,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.318181818,0.735294118,0.916666667
shnaf,139.5348837,31,5.951428571,1,1.033333333,180,210,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,1.166666667,0.735294118,0.563318777
shnaf,162.1621622,20.33,-4.718571429,-9.67,0.677666667,330,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.363636364,0.735294118,0.670510708
shnaf,250,24.5,-0.548571429,-5.5,0.816666667,330,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.363636364,0.735294118,0.568965517
shnaf,315.7894737,21,-4.048571429,-9,0.7,180,60,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.333333333,0.735294118,0.363057325
shnaf,146.3414634,20.5,-4.548571429,-9.5,0.683333333,540,210,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.388888889,0.735294118,0.786780384
shnaf,461.5384615,31,5.951428571,1,1.033333333,570,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.263157895,0.735294118,0.552572707
shnaf,65.2173913,23,-2.048571429,-7,0.766666667,540,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.277777778,0.735294118,0.892241379
shnaf,142.8571429,36.5,11.45142857,6.5,1.216666667,540,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.277777778,0.735294118,0.790794979
shnaf,142.8571429,32,6.951428571,2,1.066666667,120,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.75,0.735294118,0.456521739
shnaf,127.6595745,27.67,2.621428571,-2.33,0.922333333,150,30,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.2,0.735294118,0.540229885
shnaf,60,24,-1.048571429,-6,0.8,450,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.333333333,0.735294118,0.882352941
shnaf,146.3414634,24,-1.048571429,-6,0.8,150,30,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.2,0.735294118,0.50617284
shnaf,133.3333333,31,5.951428571,1,1.033333333,270,30,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.111111111,0.735294118,0.669421488
shnaf,250,26,0.951428571,-4,0.866666667,300,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.5,0.735294118,0.545454545
shnaf,127.6595745,32,6.951428571,2,1.066666667,180,30,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.166666667,0.735294118,0.585062241
shnaf,60,24,-1.048571429,-6,0.8,390,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.307692308,0.735294118,0.866666667
shnaf,127.6595745,35,9.951428571,5,1.166666667,420,60,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.142857143,0.735294118,0.766899767
shnaf,60,24,-1.048571429,-6,0.8,210,60,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.285714286,0.735294118,0.777777778
shnaf,60,24,-1.048571429,-6,0.8,270,240,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.888888889,0.735294118,0.818181818
shnaf,240,29.5,4.451428571,-0.5,0.983333333,390,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.230769231,0.735294118,0.619047619
shnaf,300,14,-11.04857143,-16,0.466666667,480,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.3125,0.735294118,0.615384615
shnaf,125,29,3.951428571,-1,0.966666667,180,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.666666667,0.735294118,0.590163934
shnaf,206.8965517,49.5,24.45142857,19.5,1.65,450,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.333333333,0.735294118,0.68503937
shnaf,181.8181818,30,4.951428571,0,1,330,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.454545455,0.735294118,0.644760213
shnaf,117.6470588,27,1.951428571,-3,0.9,240,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.5,0.735294118,0.671052632
shnaf,250,28,2.951428571,-2,0.933333333,360,60,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.166666667,0.735294118,0.590163934
shnaf,333.3333333,33.5,8.451428571,3.5,1.116666667,210,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.571428571,0.735294118,0.386503067
shnaf,127.6595745,25.67,0.621428571,-4.33,0.855666667,150,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,1,0.735294118,0.540229885
shnaf,375,21.67,-3.378571429,-8.33,0.722333333,180,30,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.166666667,0.735294118,0.324324324
shnaf,153.8461538,30.67,5.621428571,0.67,1.022333333,450,60,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.133333333,0.735294118,0.74522293
shnaf,400,25,-0.048571429,-5,0.833333333,330,30,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.090909091,0.735294118,0.452054795
shnaf,428.5714286,39.5,14.45142857,9.5,1.316666667,300,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.4,0.735294118,0.411764706
shnaf,171.4285714,29,3.951428571,-1,0.966666667,480,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.25,0.735294118,0.736842105
shnaf,146.3414634,30,4.951428571,0,1,630,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.238095238,0.735294118,0.811498586
shnaf,88.23529412,34,8.951428571,4,1.133333333,300,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.4,0.735294118,0.772727273
shnaf,176.4705882,29.5,4.451428571,-0.5,0.983333333,510,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.294117647,0.735294118,0.742930591
shnaf,171.4285714,21.25,-3.798571429,-8.75,0.708333333,510,270,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.529411765,0.735294118,0.748427673
shnaf,666.6666667,22.33,-2.718571429,-7.67,0.744333333,510,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.294117647,0.735294118,0.433427762
shnaf,60,24,-1.048571429,-6,0.8,480,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.3125,0.735294118,0.888888889
shnaf,92.30769231,26,0.951428571,-4,0.866666667,360,30,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.083333333,0.735294118,0.795918367
shnaf,100,26,0.951428571,-4,0.866666667,330,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.363636364,0.735294118,0.76744186
shnaf,750,24,-1.048571429,-6,0.8,360,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.333333333,0.735294118,0.324324324
shnaf,98.36065574,26,0.951428571,-4,0.866666667,600,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.15,0.735294118,0.85915493
shnaf,181.8181818,29.5,4.451428571,-0.5,0.983333333,420,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.214285714,0.735294118,0.697885196
shnaf,146.3414634,18.5,-6.548571429,-11.5,0.616666667,570,60,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.105263158,0.735294118,0.795709908
shnaf,153.8461538,27.67,2.621428571,-2.33,0.922333333,510,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.235294118,0.735294118,0.76825029
shnaf,60,24,-1.048571429,-6,0.8,300,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.5,0.735294118,0.833333333
shnaf,200,24.5,-0.548571429,-5.5,0.816666667,420,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.285714286,0.735294118,0.677419355
shnaf,181.8181818,24,-1.048571429,-6,0.8,660,60,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.090909091,0.735294118,0.784017279
shnaf,750,20.75,-4.298571429,-9.25,0.691666667,630,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.19047619,0.735294118,0.456521739
shnaf,113.2075472,17,-8.048571429,-13,0.566666667,450,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.2,0.735294118,0.798994975
shnaf,82.19178082,24,-1.048571429,-6,0.8,420,210,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.5,0.735294118,0.836333879
shnaf,230.7692308,19.8,-5.248571429,-10.2,0.66,480,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.1875,0.735294118,0.675324675
shnaf,64.51612903,28,2.951428571,-2,0.933333333,390,60,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.153846154,0.735294118,0.858055358
shnaf,60,24,-1.048571429,-6,0.8,300,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.3,0.735294118,0.833333333
shnaf,60,24,-1.048571429,-6,0.8,450,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.266666667,0.735294118,0.882352941
shnaf,146.3414634,21,-4.048571429,-9,0.7,480,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.25,0.735294118,0.76635514
shnaf,285.7142857,16.33,-8.718571429,-13.67,0.544333333,630,240,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.380952381,0.735294118,0.68798752
shnaf,250,11,-14.04857143,-19,0.366666667,810,210,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.259259259,0.735294118,0.764150943
shnaf,240,21.5,-3.548571429,-8.5,0.716666667,450,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.266666667,0.735294118,0.652173913
shnaf,240,20.5,-4.548571429,-9.5,0.683333333,720,150,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.208333333,0.735294118,0.75
shnaf,181.8181818,24,-1.048571429,-6,0.8,450,90,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.2,0.735294118,0.712230216
shnaf,214.2857143,18.67,-6.378571429,-11.33,0.622333333,600,120,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.2,0.735294118,0.736842105
shnaf,193.5483871,28.5,3.451428571,-1.5,0.95,810,210,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.259259259,0.735294118,0.807135969
shnaf,260.8695652,20,-5.048571429,-10,0.666666667,990,240,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.242424242,0.735294118,0.791449426
shnaf,260.8695652,30.5,5.451428571,0.5,1.016666667,1170,390,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.333333333,0.735294118,0.817684594
shnaf,375,20.33,-4.718571429,-9.67,0.677666667,900,300,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.333333333,0.735294118,0.705882353
shnaf,200,21.5,-3.548571429,-8.5,0.716666667,1320,270,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.204545455,0.735294118,0.868421053
shnaf,142.8571429,30.67,5.621428571,0.67,1.022333333,750,180,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.24,0.735294118,0.84
shnaf,68.96551724,22,-3.048571429,-8,0.733333333,1260,300,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.238095238,0.735294118,0.948105864
shnaf,61.2244898,21,-4.048571429,-9,0.7,1590,420,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.264150943,0.735294118,0.962921765
shnaf,157.8947368,20,-5.048571429,-10,0.666666667,1020,270,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.264705882,0.735294118,0.865951743
shnaf,60,24,-1.048571429,-6,0.8,990,300,1,1,1,0,0,1,4.5,0,6.25,0,1,1,0,0.303030303,0.735294118,0.942857143
